,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,37.0,30.0,0.10447761038093119,0.07227615957683262,12.11111111111111,0.5937090432503277,5.081928061744576,2.9743935309973044,453.0,759.0,7.0,7.653491426016481,
1,321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,26.0,6.0,0.6249999804687506,0.06095238083628118,14.964285714285714,0.5584725536992841,6.209103307193999,2.9166666666666665,234.0,415.0,2.0,7.293975886038613,
2,2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,44.0,81.0,-0.295999997632,0.10504201671845208,11.963414634146341,0.5208970438328236,4.993724671191666,2.7926315789473684,511.0,977.0,8.0,7.199590576049549,
3,4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,62.0,26.0,0.40909090444214885,0.09391675550275694,9.8875,0.5474083438685209,4.173963337547408,2.9278350515463916,433.0,785.0,33.0,7.4012738759219445,
4,432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,43.0,6.0,0.7551020254060812,0.0897435895792242,8.877551020408163,0.5655172413793104,3.7772273047149896,2.893617021276596,246.0,433.0,5.0,7.515011529988426,
5,2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,25.0,32.0,-0.12280701538935061,0.06440677958824093,11.370967741935484,0.5078014184397163,4.75150766415008,2.774336283185841,358.0,699.0,6.0,7.204577958219488,
6,3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,41.0,16.0,0.43859648353339503,0.0999999998245614,11.375,0.49230769230769234,4.7469230769230775,2.6863636363636365,224.0,451.0,3.0,7.002217279374241,
8,4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,34.0,36.0,-0.028571428163265314,0.08871989849338416,12.509803921568627,0.4843260188087774,5.197651976150962,2.788368336025848,309.0,630.0,4.0,7.1682539568757875,
9,4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,59.0,41.0,0.1799999982,0.08417508410422972,9.736842105263158,0.505945945945946,4.097115220483642,2.818681318681319,468.0,918.0,10.0,7.270152497527067,
10,5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,16.0,11.0,0.18518517832647488,0.07031249981689454,9.090909090909092,0.5266666666666666,3.8470303030303037,2.9310344827586206,158.0,294.0,5.0,7.571428545675413,
11,5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,61.0,20.0,0.5061728332571255,0.06418383513139157,14.93939393939394,0.552738336713996,6.196852910443174,2.948637316561845,545.0,982.0,3.0,7.489816692983894,
12,6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,34.0,31.0,0.04615384544378699,0.06878306871028246,9.597402597402597,0.5020297699594046,4.039772946944801,2.8323863636363638,371.0,735.0,7.0,6.998639446260355,
13,6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,67.0,25.0,0.45652173416824204,0.09117938543986186,9.32183908045977,0.49815043156596794,3.927995804810295,2.802281368821293,404.0,802.0,18.0,7.04987530293033,
14,7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,52.0,50.0,0.01960784294502115,0.09631728036230662,11.205128205128204,0.47368421052631576,4.671524966261808,2.68208778173191,414.0,865.0,3.0,6.908670512244312,
15,7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,46.0,18.0,0.43749999316406263,0.056189639985786084,12.902777777777779,0.5522066738428417,5.381993780648248,2.9273127753303965,513.0,920.0,8.0,7.330434774640832,
16,7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,12.0,9.0,0.14285713605442207,0.062130177330975804,17.4,0.4904214559386973,7.156168582375479,2.846774193548387,128.0,261.0,1.0,7.249042117819762,
17,8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,25.0,30.0,-0.09090908925619838,0.06618531881325473,8.525641025641026,0.5654135338345865,3.6364218237902453,2.9178515007898893,376.0,662.0,4.0,7.422960713862597,
18,8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,12.0,3.0,0.5999999600000027,0.034883720849107624,11.413793103448276,0.5196374622356495,4.773372226273571,2.8819875776397517,172.0,323.0,2.0,7.526315766172397,
19,9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,37.0,55.0,-0.19565217178638944,0.1144278605541942,7.888888888888889,0.431924882629108,3.328325508607199,2.5654952076677318,276.0,626.0,8.0,6.656549510133307,
